header,,,,
rst47,sibenik,4000,2,1
rst47,breakfastroom,2000,1,1
rst47,sibenik,1000,1.5,1
rst47,breakfastroom,2000,1.5,1
rst47,breakfastroom,2000,1.5,1
rst47,breakfastroom,2000,2,1
rst47,breakfastroom,1000,2,1
rst47,sibenik,4000,1.5,1
rst47,sibenik,4000,1.5,1
rst47,breakfastroom,4000,1.5,1
rst47,sibenik,8000,1.5,1
rst47,breakfastroom,8000,1,1
rst47,sibenik,1000,1,1
rst47,breakfastroom,1000,1.5,1
rst47,breakfastroom,1000,2,1
rst47,sibenik,4000,1,1
rst47,sibenik,2000,1,1
rst47,sibenik,2000,1.5,1
rst47,sibenik,1000,1.5,1
rst47,breakfastroom,2000,2,1
rst47,breakfastroom,1000,1,1
rst47,breakfastroom,4000,1,1
rst47,breakfastroom,2000,1.5,1
rst47,breakfastroom,4000,1.5,1
rst47,sibenik,8000,1,1
rst47,sibenik,2000,1.5,1
rst47,breakfastroom,8000,1.5,1
rst47,sibenik,1000,1,1
rst47,sibenik,2000,1,1
rst47,sibenik,2000,1,1
rst47,sibenik,2000,2,1
rst47,sibenik,1000,2,1
rst47,breakfastroom,4000,1.5,1
rst47,sibenik,1000,1.5,1
rst47,sibenik,4000,2,1
rst47,sibenik,4000,1,1
rst47,sibenik,1000,2,1
rst47,sibenik,8000,1,1
rst47,sibenik,8000,2,1
rst47,breakfastroom,8000,2,1
rst47,sibenik,4000,2,1
rst47,breakfastroom,1000,1.5,1
rst47,sibenik,8000,1.5,1
rst47,sibenik,2000,2,1
rst47,breakfastroom,2000,2,1
rst47,breakfastroom,4000,1,1
rst47,breakfastroom,4000,2,1
rst47,breakfastroom,1000,1.5,1
rst47,breakfastroom,4000,2,1
rst47,sibenik,2000,1.5,1
rst47,sibenik,1000,2,1
rst47,breakfastroom,8000,1.5,1
rst47,sibenik,1000,1,1
rst47,sibenik,8000,1.5,1
rst47,breakfastroom,1000,2,1
rst47,breakfastroom,2000,1,1
rst47,breakfastroom,1000,1,1
rst47,breakfastroom,1000,1,1
rst47,breakfastroom,2000,1,1
rst47,sibenik,4000,1,1
rst47,sibenik,8000,1,1
rst47,breakfastroom,4000,2,1
rst47,breakfastroom,8000,2,1
rst47,breakfastroom,8000,1.5,1
rst47,sibenik,4000,1.5,1
rst47,sibenik,8000,2,1
rst47,sibenik,8000,2,1
rst47,breakfastroom,8000,1,1
rst47,breakfastroom,4000,1,1
rst47,breakfastroom,8000,2,1
rst47,breakfastroom,8000,1,1
rst47,sibenik,2000,2,1
rst47,salledebain,8000,1,1
rst47,salledebain,1000,1,1
rst47,salledebain,2000,2,1
rst47,salledebain,1000,1.5,1
rst47,salledebain,2000,1.5,1
rst47,salledebain,1000,1.5,1
rst47,salledebain,8000,1.5,1
rst47,salledebain,4000,1,1
rst47,salledebain,1000,1.5,1
rst47,salledebain,2000,1,1
rst47,salledebain,4000,2,1
rst47,salledebain,2000,1.5,1
rst47,salledebain,8000,1.5,1
rst47,salledebain,4000,1.5,1
rst47,salledebain,4000,2,1
rst47,salledebain,8000,2,1
rst47,salledebain,8000,2,1
rst47,salledebain,4000,1,1
rst47,salledebain,1000,1,1
rst47,salledebain,4000,1.5,1
rst47,salledebain,2000,1,1
rst47,salledebain,2000,1,1
rst47,salledebain,4000,1,1
rst47,salledebain,1000,2,1
rst47,salledebain,8000,2,1
rst47,salledebain,2000,2,1
rst47,salledebain,1000,1,1
rst47,salledebain,2000,1.5,1
rst47,salledebain,8000,1.5,1
rst47,salledebain,1000,2,1
rst47,salledebain,4000,1.5,1
rst47,salledebain,8000,1,1
rst47,salledebain,1000,2,1
rst47,salledebain,2000,2,1
rst47,salledebain,4000,2,1
rst47,salledebain,8000,1,1
