header,,,,
fy277,breakfastroom,2000,1.5,1
fy277,breakfastroom,2000,1.5,1
fy277,salledebain,1000,2,1
fy277,salledebain,2000,1,1
fy277,sibenik,1000,1.5,1
fy277,sibenik,4000,2,1
fy277,salledebain,8000,2,1
fy277,breakfastroom,1000,2,1
fy277,salledebain,4000,2,1
fy277,breakfastroom,2000,2,1
fy277,sibenik,4000,1,1
fy277,sibenik,1000,1.5,1
fy277,breakfastroom,1000,2,1
fy277,sibenik,2000,1,1
fy277,breakfastroom,8000,2,1
fy277,sibenik,1000,1,1
fy277,salledebain,8000,1.5,1
fy277,salledebain,4000,1.5,1
fy277,breakfastroom,1000,1.5,1
fy277,sibenik,2000,1,1
fy277,sibenik,2000,2,1
fy277,salledebain,4000,1.5,1
fy277,breakfastroom,1000,1.5,1
fy277,breakfastroom,2000,2,1
fy277,salledebain,1000,1.5,1
fy277,salledebain,8000,1,1
fy277,breakfastroom,1000,1.5,1
fy277,breakfastroom,4000,2,1
fy277,salledebain,4000,1,1
fy277,sibenik,1000,2,1
fy277,sibenik,8000,2,1
fy277,salledebain,2000,2,1
fy277,sibenik,8000,1,1
fy277,breakfastroom,4000,1,1
fy277,breakfastroom,8000,1,1
fy277,breakfastroom,8000,1,1
fy277,salledebain,8000,1.5,1
fy277,breakfastroom,4000,1.5,1
fy277,sibenik,8000,1,1
fy277,sibenik,2000,1.5,1
fy277,salledebain,2000,1.5,1
fy277,salledebain,4000,2,1
fy277,breakfastroom,4000,1,1
fy277,breakfastroom,8000,1.5,1
fy277,sibenik,1000,2,1
fy277,sibenik,8000,1.5,1
fy277,sibenik,1000,1.5,1
fy277,salledebain,2000,2,1
fy277,sibenik,8000,1.5,1
fy277,breakfastroom,1000,1,1
fy277,sibenik,4000,1.5,1
fy277,salledebain,8000,1,1
fy277,sibenik,4000,1.5,1
fy277,sibenik,4000,1,1
fy277,breakfastroom,4000,2,1
fy277,salledebain,8000,2,1
fy277,salledebain,4000,1,1
fy277,breakfastroom,2000,1,1
fy277,sibenik,8000,1.5,1
fy277,breakfastroom,8000,2,1
fy277,salledebain,8000,1,1
fy277,breakfastroom,8000,2,1
fy277,breakfastroom,4000,1,1
fy277,sibenik,4000,1,1
fy277,sibenik,4000,2,1
fy277,sibenik,1000,2,1
fy277,sibenik,8000,2,1
fy277,sibenik,4000,1.5,1
fy277,salledebain,4000,1,1
fy277,breakfastroom,4000,1.5,1
fy277,sibenik,2000,1.5,1
fy277,salledebain,1000,1,1
fy277,salledebain,8000,2,1
fy277,salledebain,4000,1.5,1
fy277,breakfastroom,8000,1.5,1
fy277,breakfastroom,2000,1,1
fy277,salledebain,1000,1,1
fy277,salledebain,1000,2,1
fy277,sibenik,8000,2,1
fy277,sibenik,8000,1,1
fy277,breakfastroom,8000,1,1
fy277,sibenik,2000,2,1
fy277,breakfastroom,1000,1,1
fy277,breakfastroom,4000,1.5,1
fy277,breakfastroom,1000,2,1
fy277,breakfastroom,4000,2,1
fy277,sibenik,1000,1,1
fy277,breakfastroom,8000,1.5,1
fy277,salledebain,2000,1.5,1
fy277,sibenik,4000,2,0
fy277,breakfastroom,2000,1,0
fy277,salledebain,8000,1.5,0
fy277,salledebain,1000,1,0
fy277,breakfastroom,2000,2,0
fy277,salledebain,4000,2,0
fy277,sibenik,2000,1.5,0
fy277,salledebain,1000,1.5,0
fy277,salledebain,1000,2,0
fy277,salledebain,2000,1,0
fy277,salledebain,1000,1.5,0
fy277,salledebain,2000,1.5,0
fy277,salledebain,2000,2,0
fy277,sibenik,2000,2,0
fy277,breakfastroom,2000,1.5,0
fy277,breakfastroom,1000,1,0
fy277,sibenik,2000,1,0
fy277,salledebain,2000,1,0
fy277,sibenik,1000,1,0
